labels,dim2,dim6,dim7,dim8,Name3Class,Name3ClassX,Name3ClassY,cluster_label
r184,,,0.056075772,,ClassC,-0.387344006,-0.109679259,1
r185,,,0.101280809,,ClassC,-0.405377607,-0.158333495,1
r186,,,0.057690238,,ClassC,-0.397030937,-0.162330739,1
r187,,,0.083548595,,ClassC,-0.376733425,-0.129674383,1
r188,,,0.082122484,,ClassC,-0.378597807,-0.154713736,1
r189,,,0.066785061,,ClassC,-0.397266809,-0.163873716,1
r190,,,0.048407061,,ClassC,-0.394472816,-0.153322026,1
r191,,,0.098590033,,ClassC,-0.375661445,-0.164514464,1
r192,,,0.08734259,,ClassC,-0.388256376,-0.139640556,1
r193,,,0.036702185,,ClassC,-0.392076737,-0.13851454,1
r194,,,0.112770423,,ClassC,-0.381586342,-0.133886738,1
r195,,,0.018055107,,ClassC,-0.398208697,-0.109088121,1
r196,,,0.066650522,,ClassC,-0.382018922,-0.141480944,1
r197,,,0.065439673,,ClassC,-0.402963815,-0.155877109,1
r198,,,0.074534496,,ClassC,-0.405371767,-0.169489321,1
r199,,,0.101253902,,ClassC,-0.410895014,-0.107315146,1
r200,,,0.139086212,,ClassC,-0.387302529,-0.133886279,1
r201,,,0.080777096,,ClassC,-0.394931059,-0.141382755,1
r202,,,0.123533527,,ClassC,-0.392067642,-0.132408914,1
r203,,,0.042083737,,ClassC,-0.388159922,-0.13942473,1
r204,,,0.103971585,,ClassC,-0.379452263,-0.119276969,1
r205,,,0.035814229,,ClassC,-0.408329191,-0.125333616,1
r206,,,0.067592294,,ClassC,-0.411872129,-0.167421493,1
r207,,,0.091620923,,ClassC,-0.394754902,-0.167614982,1
r208,,,0.048460876,,ClassC,-0.36855411,-0.135782489,1
r209,,,0.095011301,,ClassC,-0.38557584,-0.144159346,1
r210,,,0.101738241,,ClassC,-0.404127469,-0.149010475,1
r211,,,0.052819933,,ClassC,-0.363289968,-0.135293488,1
r212,,,0.073296739,,ClassC,-0.398205055,-0.13576456,1
r213,,,0.105828221,,ClassC,-0.376547297,-0.141380227,1
r214,,,0.089656657,,ClassC,-0.38031167,-0.094949867,1
r215,,,0.052443225,,ClassC,-0.38349469,-0.154672821,1
r216,,,0.125282531,,ClassC,-0.368794538,-0.152320219,1
r217,,,0.017570767,,ClassC,-0.403239981,-0.129396431,1
r218,,,0.089037778,,ClassC,-0.394783325,-0.194012052,1
r219,,,0.108868798,,ClassC,-0.380977667,-0.08770609,1
r220,,,0.115111398,,ClassC,-0.382885509,-0.134996474,1
r221,,,0.05298138,,ClassC,-0.387542394,-0.15687178,1
r222,,,0.073754171,,ClassC,-0.391851992,-0.094445851,1
r223,,,0.069879453,,ClassC,-0.39698131,-0.114179133,1
r224,,,0.129184157,,ClassC,-0.3844205,-0.149127792,1
r225,,,0.126170488,,ClassC,-0.382045246,-0.143497159,1
r226,,,0.09899365,,ClassC,-0.361421199,-0.139427285,1
r227,,,0.118663222,,ClassC,-0.390659748,-0.135634614,1
r228,,,0.045178129,,ClassC,-0.398071655,-0.152814005,1
r229,,,0.084705629,,ClassC,-0.407511456,-0.126119082,1
r230,,,0.076821655,,ClassC,-0.385213741,-0.169873055,1
r231,,,0.092777957,,ClassC,-0.388299414,-0.113568619,1
r232,,,0.05537617,,ClassC,-0.392679643,-0.138700006,1
r233,,,0.079270262,,ClassC,-0.387016492,-0.166001625,1
r234,,,0.050075342,,ClassC,-0.375949467,-0.127008493,1
r235,,,0.088203638,,ClassC,-0.38744883,-0.169716511,1
r236,,,0.08949521,,ClassC,-0.37955084,-0.140991881,1
r237,,,0.067619201,,ClassC,-0.39432673,-0.130337973,1
r238,,,0.01754386,,ClassC,-0.378359544,-0.157595257,1
r239,,,0.065385857,,ClassC,-0.386167447,-0.073417566,1
r240,,,0.051124744,,ClassC,-0.389049295,-0.163993023,1
r241,,,0.082606824,,ClassC,-0.407294661,-0.15416326,1
r242,,,0.100419761,,ClassC,-0.395086587,-0.115541098,1
r243,,,0.078732106,,ClassC,-0.391542109,-0.120590422,1
r244,,,0.080804004,,ClassC,-0.377832089,-0.168722129,1
r245,,,0.092078355,,ClassC,-0.410483897,-0.104568314,1
r246,,,0.065762566,,ClassC,-0.375197674,-0.120134627,1
r247,,,0.039608223,,ClassC,-0.419553602,-0.129375636,1
r248,,,0.102141858,,ClassC,-0.402128372,-0.140841545,1
r249,,,0.064228824,,ClassC,-0.402386867,-0.149742046,1
r250,,,0.069018405,,ClassC,-0.400146562,-0.158038791,1
r251,,,0.082068669,,ClassC,-0.37641462,-0.139223561,1
r252,,,0.044101819,,ClassC,-0.401981766,-0.128378021,1
r253,,,0.06955656,,ClassC,-0.398018491,-0.153964657,1
r254,,,0.080696373,,ClassC,-0.384039967,-0.109641704,1
r255,,,0.10006996,,ClassC,-0.380648399,-0.164743361,1
r256,,,0.07725218,,ClassC,-0.391076124,-0.177506806,1
r257,,,0.114357981,,ClassC,-0.408013576,-0.136037932,1
r258,,,0.065305134,,ClassC,-0.380088485,-0.193519009,1
r259,,,0.09490367,,ClassC,-0.396927516,-0.137701542,1
r260,,,0.082310838,,ClassC,-0.395927514,-0.124919251,1
r261,,,0.084490367,,ClassC,-0.409590381,-0.162238578,1
r262,,,0.037267248,,ClassC,-0.405761235,-0.112524303,1
r263,,,0.115165214,,ClassC,-0.382520963,-0.123037096,1
r264,,,0.101119363,,ClassC,-0.386485406,-0.170981742,1
r265,,,0.080454203,,ClassC,-0.408274775,-0.095709147,1
r266,,,0.060461737,,ClassC,-0.391380526,-0.122323146,1
r267,,,0.084194382,,ClassC,-0.381540342,-0.159242546,1
r268,,,0.056506296,,ClassC,-0.40635066,-0.175249296,1
r269,,,0.042541169,,ClassC,-0.411317177,-0.151513152,1
r270,,,0.111317404,,ClassC,-0.384386239,-0.107568186,1
r271,,,0.10211495,,ClassC,-0.39155399,-0.150459901,1
r272,,,0.020100097,,ClassC,-0.39400679,-0.123246378,1
r273,,,0.069583468,,ClassC,-0.395421739,-0.138243366,1
r274,,,0.044882144,,ClassC,-0.38751654,-0.100337847,1
r275,,,0.049671725,,ClassC,-0.408255251,-0.178644408,1
r276,,,0.094419331,,ClassC,-0.386750272,-0.157120767,1
r277,,,0.078651383,,ClassC,-0.380362357,-0.17515204,1
r278,,,0.040469271,,ClassC,-0.404277295,-0.18175452,1
r279,,,0.067000323,,ClassC,-0.377641115,-0.108370057,1
r280,,,0.057017544,,ClassC,-0.393440762,-0.141079039,1
r281,,,0.077951781,,ClassC,-0.392542786,-0.113178679,1
r282,,,0.047841998,,ClassC,-0.372247858,-0.163476973,1
r283,,,0.04625444,,ClassC,-0.391990849,-0.158711983,1
r284,,,0.029033473,,ClassC,-0.408863364,-0.173228098,1
r285,,,0.118367237,,ClassC,-0.386983291,-0.135017681,1
r286,,,0.092535787,,ClassC,-0.404314144,-0.113843376,1
r287,,,0.098159509,,ClassC,-0.40139928,-0.138545763,1
r288,,,0.077036917,,ClassC,-0.396595926,-0.125953196,1
r289,,,0.144171779,,ClassC,-0.378717922,-0.173503495,1
r290,,,0.045689377,,ClassC,-0.394440969,-0.170443484,1
r291,,,0.102814552,,ClassC,-0.383268608,-0.055378183,1
r292,,,0.071224841,,ClassB,-0.3884585,0.481271046,1
r293,,,0.073108384,,ClassB,-0.381606421,0.466442557,1
r294,,,0.096114519,,ClassB,-0.345178989,0.473627249,1
r295,,,0.055053277,,ClassB,-0.379086823,0.479155487,1
r296,,,0.087638575,,ClassB,-0.343973143,0.466070619,1
r297,,,0.042083737,,ClassB,-0.361465272,0.476039664,1
r298,,,0.077413626,,ClassB,-0.365701193,0.473453522,1
r299,,,0.069260575,,ClassB,-0.361153572,0.471760837,1
r300,,,0.040765257,,ClassB,-0.37803188,0.466840413,1
r301,,,0.129856851,,ClassB,-0.367076591,0.470250458,1
r302,,,0.053250457,,ClassB,-0.377334133,0.451187814,1
r303,,,0.084893983,,ClassB,-0.368021485,0.476740444,1
r304,,,0.05995049,,ClassB,-0.362796123,0.461553921,1
r305,,,0.073807986,,ClassB,-0.404490231,0.469840274,1
r306,,,0.079593155,,ClassB,-0.363482042,0.461017359,1
r307,,,0.07544936,,ClassB,-0.383740515,0.469653534,1
r308,,,0.058282209,,ClassB,-0.38872549,0.470131659,1
r309,,,0.133623937,,ClassB,-0.351061689,0.464828359,1
r310,,,0.058497471,,ClassB,-0.364992252,0.471826043,1
r311,,,0.051555269,,ClassB,-0.372519703,0.478344246,1
r312,,,0.068076633,,ClassB,-0.375961756,0.473234829,1
r313,,,0.074642127,,ClassB,-0.353365766,0.47019433,1
r314,,,0.064255731,,ClassB,-0.37181197,0.467966723,1
r315,,,0.049940803,,ClassB,-0.379057911,0.465082761,1
r316,,,0.066758153,,ClassB,-0.368891447,0.470805533,1
r317,,,0.075879884,,ClassB,-0.382375384,0.471460026,1
r318,,,0.034199763,,ClassB,-0.375467772,0.46597599,1
r319,,,0.094957486,,ClassB,-0.362387489,0.470509206,1
r320,,,0.055349263,,ClassB,-0.36462961,0.475853124,1
r321,,,0.057528791,,ClassB,-0.373355426,0.466300356,1
r322,,,0.100285222,,ClassB,-0.361613869,0.462777185,1
r323,,,0.058255301,,ClassB,-0.371267349,0.466832766,1
r324,,,0.070901948,,ClassB,-0.384596945,0.485068921,1
r325,,,0.054165321,,ClassB,-0.36812249,0.481696411,1
r326,,,0.048137983,,ClassB,-0.379462279,0.459664186,1
r327,,,0.079754601,,ClassB,-0.373410324,0.463936732,1
r328,,,0.075126466,,ClassB,-0.364926024,0.470934972,1
r329,,,0.088122915,,ClassB,-0.383186834,0.465179424,1
r330,,,0.075126466,,ClassB,-0.379343634,0.483286031,1
r331,,,0.085755032,,ClassB,-0.361379619,0.470160137,1
r332,,,0.063502314,,ClassB,-0.360292322,0.482353527,1
r333,,,0.077521257,,ClassB,-0.381832991,0.468182071,1
r334,,,0.052712302,,ClassB,-0.365958806,0.481056077,1
r335,,,0.079324077,,ClassB,-0.371262877,0.454186214,1
r336,,,0.079485524,,ClassB,-0.369743126,0.476683429,1
r337,,,0.094769131,,ClassB,-0.348374786,0.473795873,1
r338,,,0.055456894,,ClassB,-0.385612383,0.463703045,1
r339,,,0.069529652,,ClassB,-0.37372792,0.466515144,1
r340,,,0.068910774,,ClassB,-0.348650682,0.463300864,1
r341,,,0.064901518,,ClassB,-0.36065689,0.474158564,1
r342,,,0.07808632,,ClassB,-0.347464705,0.464163669,1
r343,,,0.104698095,,ClassB,-0.37294435,0.482665962,1
r344,,,0.065547304,,ClassB,-0.353967019,0.47107972,1
r345,,,0.084759445,,ClassB,-0.354787622,0.460935973,1
r346,,,0.088607254,,ClassB,-0.377266258,0.461737361,1
r347,,,0.079377893,,ClassB,-0.353490896,0.471497893,1
r348,,,0.048272522,,ClassB,-0.383484785,0.477756952,1
r349,,,0.072166613,,ClassB,-0.372100104,0.475378095,1
r350,,,0.072812399,,ClassB,-0.374842247,0.472611394,1
r351,,,0.079216446,,ClassB,-0.368792978,0.46903568,1
r352,,,0.10391777,,ClassB,-0.368977074,0.479946341,1
r353,,,0.083440964,,ClassB,-0.3693618,0.457609906,1
r354,,,0.092320525,,ClassB,-0.356564352,0.476507852,1
r355,,,0.10187278,,ClassB,-0.367462416,0.473470282,1
r356,,,0.097325369,,ClassB,-0.34080763,0.478693064,1
r357,,,0.08013131,,ClassB,-0.369799514,0.481397898,1
r358,,,0.080588742,,ClassB,-0.34862725,0.467860569,1
r359,,,0.054219137,,ClassB,-0.378219401,0.476631128,1
r360,,,0.039796577,,ClassB,-0.366602911,0.480317319,1
r361,,,0.118340329,,ClassB,-0.357335327,0.458970577,1
r362,,,0.059035626,,ClassB,-0.385564564,0.463948124,1
r363,,,0.07364654,,ClassB,-0.352469141,0.465302308,1
r364,,,0.032962006,,ClassB,-0.390700836,0.480657871,1
r365,,,0.102168765,,ClassB,-0.364032854,0.463509299,1
r552,,,0.806425573,,ClassA,0.377699236,-0.269493793,0
r597,,,0.706651598,,ClassA,0.371407667,-0.268932387,0
r480,,,0.579862232,,ClassA,0.306833285,-0.267919744,0
r559,,,0.774728232,,ClassA,0.430478399,-0.265369051,0
r562,,,0.788262835,,ClassA,0.463950276,-0.260875834,0
r484,,,0.709557636,,ClassA,0.44060227,-0.259742042,0
r472,,,0.774808955,,ClassA,0.421941511,-0.259468877,0
r553,,,0.679340222,,ClassA,0.42406779,-0.25890872,0
r500,,,0.73425896,,ClassA,0.368140237,-0.258902744,0
r591,,,0.804111506,,ClassA,0.368816542,-0.258576373,0
r507,,,0.766279195,,ClassA,0.429504968,-0.257444947,0
r543,,,0.934990851,,ClassA,0.423193421,-0.255335247,0
r492,,,0.78411904,,ClassA,0.39339531,-0.25422964,0
r526,,,0.678694435,,ClassA,0.365119215,-0.252091223,0
r512,,,0.660397159,,ClassA,0.384614836,-0.251439912,0
r558,,,0.569260575,,ClassA,0.425314793,-0.250455869,0
r549,,,0.835701216,,ClassA,0.354042292,-0.249612524,0
r573,,,0.677349047,,ClassA,0.470015048,-0.248732466,0
r501,,,0.772037456,,ClassA,0.383737763,-0.247452083,0
r463,,,0.689888064,,ClassA,0.361166199,-0.247115892,0
r488,,,0.615488107,,ClassA,0.380089435,-0.24643649,0
r548,,,0.736465397,,ClassA,0.355423622,-0.245792088,0
r589,,,0.80717899,,ClassA,0.400642432,-0.245286825,0
r561,,,0.687627812,,ClassA,0.403698617,-0.245124,0
r505,,,0.882197826,,ClassA,0.381104596,-0.24492618,0
r647,,,0.760305672,,ClassA,0.361881063,-0.24373812,0
r563,,,0.689511355,,ClassA,0.398083475,-0.243046513,0
r565,,,0.849666344,,ClassA,0.429731659,-0.242782999,0
r461,,,0.806694651,,ClassA,0.443638629,-0.242735065,0
r746,,,0.699117425,,ClassA,0.364307077,-0.242030255,0
r468,,,0.728904316,,ClassA,0.380852651,-0.240871641,0
r566,,,0.636018728,,ClassA,0.390916678,-0.240694488,0
r518,,,0.856447099,,ClassA,0.341061976,-0.240616249,0
r467,,,0.790819072,,ClassA,0.462949889,-0.239900522,0
r576,,,0.869981703,,ClassA,0.450433253,-0.239250138,0
r520,,,0.625363255,,ClassA,0.401766156,-0.238698381,0
r483,,,0.786782908,,ClassA,0.470229692,-0.238097437,0
r705,,,0.745533312,,ClassA,0.334916426,-0.237902413,0
r486,,,0.800801851,,ClassA,0.301597801,-0.237209816,0
r525,,,0.707001399,,ClassA,0.413615996,-0.237010263,0
r449,,,0.648207943,,ClassA,0.383326212,-0.236694533,0
r508,,,0.689053923,,ClassA,0.395737541,-0.236597,0
r574,,,0.78304273,,ClassA,0.443175409,-0.236465243,0
r513,,,0.698202562,,ClassA,0.399304456,-0.236380777,0
r517,,,0.708346787,,ClassA,0.449770187,-0.236226672,0
r458,,,0.650952535,,ClassA,0.395584287,-0.23596198,0
r499,,,0.716419115,,ClassA,0.413798858,-0.235804895,0
r554,,,0.824695942,,ClassA,0.346126507,-0.235400791,0
r529,,,0.782047142,,ClassA,0.362356764,-0.235149258,0
r452,,,0.649230438,,ClassA,0.371833617,-0.234741755,0
r550,,,0.934075988,,ClassA,0.422184567,-0.234697059,0
r502,,,0.910450974,,ClassA,0.406682931,-0.233705156,0
r522,,,0.688354321,,ClassA,0.39579697,-0.233503409,0
r485,,,0.662953396,,ClassA,0.389521683,-0.232882574,0
r582,,,0.743246152,,ClassA,0.385183754,-0.232770516,0
r516,,,0.830723281,,ClassA,0.340072213,-0.232587107,0
r457,,,0.717737596,,ClassA,0.367549436,-0.23233181,0
r581,,,0.950758799,,ClassA,0.476160773,-0.232312379,0
r583,,,0.872511032,,ClassA,0.428676774,-0.231771212,0
r482,,,0.810757723,,ClassA,0.423798064,-0.23126229,0
r571,,,0.770342267,,ClassA,0.449059819,-0.231081767,0
r547,,,0.877784953,,ClassA,0.415892127,-0.230574598,0
r556,,,0.825503175,,ClassA,0.402898328,-0.230526472,0
r570,,,0.658056183,,ClassA,0.356429163,-0.23022304,0
r514,,,0.801743623,,ClassA,0.397409338,-0.230170752,0
r720,,,0.608411366,,ClassA,0.428653189,-0.230038143,0
r497,,,0.711306641,,ClassA,0.385314814,-0.22955423,0
r545,,,0.587396405,,ClassA,0.339113647,-0.229357642,0
r568,,,0.823942525,,ClassA,0.421294772,-0.229259779,0
r450,,,0.828463029,,ClassA,0.456078369,-0.229090134,0
r503,,,0.807878592,,ClassA,0.493985546,-0.22901293,0
r466,,,0.834974707,,ClassA,0.383089389,-0.228817551,0
r541,,,0.60259929,,ClassA,0.346613111,-0.228664245,0
r494,,,0.660370251,,ClassA,0.418875975,-0.22778239,0
r544,,,0.663922075,,ClassA,0.388082103,-0.226596732,0
r530,,,0.798783769,,ClassA,0.439130304,-0.226503545,0
r585,,,0.626224303,,ClassA,0.401995452,-0.226362151,0
r469,,,0.693735873,,ClassA,0.409603806,-0.226281717,0
r575,,,0.609998924,,ClassA,0.326430421,-0.22606762,0
r594,,,0.74771284,,ClassA,0.484918035,-0.225709643,0
r587,,,0.75672694,,ClassA,0.393363332,-0.225396699,0
r462,,,0.668496394,,ClassA,0.40925627,-0.2250377,0
r464,,,0.60138844,,ClassA,0.335406482,-0.224897302,0
r524,,,0.794586159,,ClassA,0.432022926,-0.224691194,0
r528,,,0.68765472,,ClassA,0.346098049,-0.22467961,0
r584,,,0.759767517,,ClassA,0.439918991,-0.224500153,0
r536,,,0.769131418,,ClassA,0.404962407,-0.224426631,0
r489,,,0.705575288,,ClassA,0.324537988,-0.224378423,0
r479,,,0.77714993,,ClassA,0.373384689,-0.224309096,0
r474,,,0.76261974,,ClassA,0.380441177,-0.224262812,0
r506,,,0.766413734,,ClassA,0.421875409,-0.224137628,0
r540,,,0.642422775,,ClassA,0.406964294,-0.223854046,0
r459,,,0.686147885,,ClassA,0.353044762,-0.223740129,0
r579,,,0.800667312,,ClassA,0.347180758,-0.223674699,0
r471,,,0.643176192,,ClassA,0.379682326,-0.223517817,0
r580,,,0.828785922,,ClassA,0.412762207,-0.223086007,0
r546,,,0.537213432,,ClassA,0.34587598,-0.22290458,1
r557,,,0.792272091,,ClassA,0.348194219,-0.222630613,0
r454,,,0.85908406,,ClassA,0.444489163,-0.222102325,0
r478,,,0.790657626,,ClassA,0.40879072,-0.221894342,0
r523,,,0.547922721,,ClassA,0.339093785,-0.221880047,0
r481,,,0.652970617,,ClassA,0.338643995,-0.221248193,0
r453,,,0.75492412,,ClassA,0.420554486,-0.220757669,0
r521,,,0.811430417,,ClassA,0.37548325,-0.220292482,0
r586,,,0.660908406,,ClassA,0.417077555,-0.218701258,0
r447,,,0.644225595,,ClassA,0.355975745,-0.218304608,0
r527,,,0.728366161,,ClassA,0.414393344,-0.218238978,0
r487,,,0.670487569,,ClassA,0.435296055,-0.218229172,0
r535,,,0.750349801,,ClassA,0.413107622,-0.218050014,0
r560,,,0.754278334,,ClassA,0.366643485,-0.215077748,0
r470,,,0.759094823,,ClassA,0.3443932,-0.214990925,0
r592,,,0.707485739,,ClassA,0.420566601,-0.214288431,0
r456,,,0.595361102,,ClassA,0.315322244,-0.214148513,0
r539,,,0.617775266,,ClassA,0.366048937,-0.214086781,0
r532,,,0.805134001,,ClassA,0.406025685,-0.213486187,0
r542,,,0.697610591,,ClassA,0.413820302,-0.2128444,0
r448,,,0.814336455,,ClassA,0.386253404,-0.212130856,0
r460,,,0.791707028,,ClassA,0.350531555,-0.211599969,0
r564,,,0.87097729,,ClassA,0.350529417,-0.211584134,0
r577,,,0.672774728,,ClassA,0.430777322,-0.211370987,0
r511,,,0.817054138,,ClassA,0.452138252,-0.21034588,0
r590,,,0.699924658,,ClassA,0.368339217,-0.210241808,0
r551,,,0.754520504,,ClassA,0.421276792,-0.210146709,0
r555,,,0.644952104,,ClassA,0.382086105,-0.209320494,0
r569,,,0.767839845,,ClassA,0.386342944,-0.208646743,0
r496,,,0.605612959,,ClassA,0.363272685,-0.208589299,0
r491,,,0.783096545,,ClassA,0.400395506,-0.208446903,0
r595,,,0.979953719,,ClassA,0.381604501,-0.207467604,0
r476,,,0.778414595,,ClassA,0.40804701,-0.206693124,0
r531,,,0.843988806,,ClassA,0.419184169,-0.205136598,0
r572,,,0.926407276,,ClassA,0.463226413,-0.205127991,0
r578,,,0.921456248,,ClassA,0.414222156,-0.204979792,0
r455,,,0.773705737,,ClassA,0.3459679,-0.204085954,0
r519,,,0.653966204,,ClassA,0.35081012,-0.203049792,0
r473,,,0.761731783,,ClassA,0.387684598,-0.202950339,0
r533,,,0.810623184,,ClassA,0.40983799,-0.202397766,0
r510,,,0.918684749,,ClassA,0.40035427,-0.201898915,0
r588,,,0.714912281,,ClassA,0.384045946,-0.201858637,0
r495,,,0.756404047,,ClassA,0.386731711,-0.201084799,0
