labels,dim2,dim6,dim7,dim8,Name3Class,Name3ClassX,Name3ClassY,cluster_label
r197,0.313217682,,,,ClassC,-0.402963815,-0.155877109,0
r198,0.301900164,,,,ClassC,-0.405371767,-0.169489321,0
r199,0.38045227,,,,ClassC,-0.410895014,-0.107315146,0
r200,0.348521428,,,,ClassC,-0.387302529,-0.133886279,0
r201,0.259403597,,,,ClassC,-0.394931059,-0.141382755,0
r202,0.390093494,,,,ClassC,-0.392067642,-0.132408914,0
r203,0.321832812,,,,ClassC,-0.388159922,-0.13942473,0
r204,0.362541333,,,,ClassC,-0.379452263,-0.119276969,0
r205,0.313207523,,,,ClassC,-0.408329191,-0.125333616,0
r206,0.297714512,,,,ClassC,-0.411872129,-0.167421493,0
r207,0.30760972,,,,ClassC,-0.394754902,-0.167614982,0
r208,0.38421123,,,,ClassC,-0.36855411,-0.135782489,0
r209,0.330072046,,,,ClassC,-0.38557584,-0.144159346,0
r210,0.345453304,,,,ClassC,-0.404127469,-0.149010475,0
r211,0.382341909,,,,ClassC,-0.363289968,-0.135293488,0
r212,0.342212471,,,,ClassC,-0.398205055,-0.13576456,0
r213,0.349029396,,,,ClassC,-0.376547297,-0.141380227,0
r214,0.355490743,,,,ClassC,-0.38031167,-0.094949867,0
r215,0.308808523,,,,ClassC,-0.38349469,-0.154672821,0
r216,0.304246975,,,,ClassC,-0.368794538,-0.152320219,0
r217,0.318967875,,,,ClassC,-0.403239981,-0.129396431,0
r218,0.307304939,,,,ClassC,-0.394783325,-0.194012052,0
r219,0.439955591,,,,ClassC,-0.380977667,-0.08770609,2
r220,0.30353582,,,,ClassC,-0.382885509,-0.134996474,0
r221,0.323824045,,,,ClassC,-0.387542394,-0.15687178,0
r222,0.381722189,,,,ClassC,-0.391851992,-0.094445851,0
r223,0.398027948,,,,ClassC,-0.39698131,-0.114179133,0
r224,0.319394568,,,,ClassC,-0.3844205,-0.149127792,0
r225,0.344051314,,,,ClassC,-0.382045246,-0.143497159,0
r226,0.376632354,,,,ClassC,-0.361421199,-0.139427285,0
r227,0.33658419,,,,ClassC,-0.390659748,-0.135634614,0
r228,0.303932035,,,,ClassC,-0.398071655,-0.152814005,0
r229,0.318368473,,,,ClassC,-0.407511456,-0.126119082,0
r230,0.351091744,,,,ClassC,-0.385213741,-0.169873055,0
r231,0.348054098,,,,ClassC,-0.388299414,-0.113568619,0
r232,0.289414322,,,,ClassC,-0.392679643,-0.138700006,0
r233,0.264249608,,,,ClassC,-0.387016492,-0.166001625,0
r234,0.351792739,,,,ClassC,-0.375949467,-0.127008493,0
r235,0.34473199,,,,ClassC,-0.38744883,-0.169716511,0
r236,0.341958487,,,,ClassC,-0.37955084,-0.140991881,0
r237,0.311074059,,,,ClassC,-0.39432673,-0.130337973,0
r238,0.312486209,,,,ClassC,-0.378359544,-0.157595257,0
r239,0.399755038,,,,ClassC,-0.386167447,-0.073417566,0
r240,0.309783821,,,,ClassC,-0.389049295,-0.163993023,0
r241,0.269451196,,,,ClassC,-0.407294661,-0.15416326,0
r242,0.286965918,,,,ClassC,-0.395086587,-0.115541098,0
r243,0.317911302,,,,ClassC,-0.391542109,-0.120590422,0
r244,0.337661082,,,,ClassC,-0.377832089,-0.168722129,0
r245,0.371156463,,,,ClassC,-0.410483897,-0.104568314,0
r246,0.321111498,,,,ClassC,-0.375197674,-0.120134627,0
r247,0.320674646,,,,ClassC,-0.419553602,-0.129375636,0
r248,0.325825437,,,,ClassC,-0.402128372,-0.140841545,0
r249,0.362165437,,,,ClassC,-0.402386867,-0.149742046,0
r250,0.312486209,,,,ClassC,-0.400146562,-0.158038791,0
r251,0.347200713,,,,ClassC,-0.37641462,-0.139223561,0
r252,0.320827036,,,,ClassC,-0.401981766,-0.128378021,0
r253,0.305140998,,,,ClassC,-0.398018491,-0.153964657,0
r254,0.373675983,,,,ClassC,-0.384039967,-0.109641704,0
r255,0.32060353,,,,ClassC,-0.380648399,-0.164743361,0
r256,0.271828484,,,,ClassC,-0.391076124,-0.177506806,0
r257,0.306857928,,,,ClassC,-0.408013576,-0.136037932,0
r258,0.281073494,,,,ClassC,-0.380088485,-0.193519009,0
r259,0.364745913,,,,ClassC,-0.396927516,-0.137701542,0
r260,0.370699293,,,,ClassC,-0.395927514,-0.124919251,0
r261,0.368149295,,,,ClassC,-0.409590381,-0.162238578,0
r262,0.36008277,,,,ClassC,-0.405761235,-0.112524303,0
r263,0.341054305,,,,ClassC,-0.382520963,-0.123037096,0
r264,0.334613276,,,,ClassC,-0.386485406,-0.170981742,0
r265,0.390042698,,,,ClassC,-0.408274775,-0.095709147,0
r266,0.329675831,,,,ClassC,-0.391380526,-0.122323146,0
r267,0.365121809,,,,ClassC,-0.381540342,-0.159242546,0
r268,0.314538398,,,,ClassC,-0.40635066,-0.175249296,0
r269,0.260673516,,,,ClassC,-0.411317177,-0.151513152,0
r270,0.380066215,,,,ClassC,-0.384386239,-0.107568186,0
r271,0.348236966,,,,ClassC,-0.39155399,-0.150459901,0
r272,0.350969832,,,,ClassC,-0.39400679,-0.123246378,0
r273,0.356161261,,,,ClassC,-0.395421739,-0.138243366,0
r274,0.335324431,,,,ClassC,-0.38751654,-0.100337847,0
r275,0.303952353,,,,ClassC,-0.408255251,-0.178644408,0
r276,0.305933427,,,,ClassC,-0.386750272,-0.157120767,0
r277,0.318297358,,,,ClassC,-0.380362357,-0.17515204,0
r278,0.331534993,,,,ClassC,-0.404277295,-0.18175452,0
r279,0.321467075,,,,ClassC,-0.377641115,-0.108370057,0
r280,0.335974629,,,,ClassC,-0.393440762,-0.141079039,0
r281,0.395152852,,,,ClassC,-0.392542786,-0.113178679,0
r282,0.317413494,,,,ClassC,-0.372247858,-0.163476973,0
r283,0.31528003,,,,ClassC,-0.391990849,-0.158711983,0
r284,0.305323866,,,,ClassC,-0.408863364,-0.173228098,0
r285,0.307233824,,,,ClassC,-0.386983291,-0.135017681,0
r286,0.360611057,,,,ClassC,-0.404314144,-0.113843376,0
r287,0.298923474,,,,ClassC,-0.40139928,-0.138545763,0
r288,0.400242687,,,,ClassC,-0.396595926,-0.125953196,0
r289,0.267957771,,,,ClassC,-0.378717922,-0.173503495,0
r290,0.371491722,,,,ClassC,-0.394440969,-0.170443484,0
r291,0.411875144,,,,ClassC,-0.383268608,-0.055378183,0
r292,0.917150489,,,,ClassB,-0.3884585,0.481271046,1
r293,0.916439334,,,,ClassB,-0.381606421,0.466442557,1
r294,0.918308655,,,,ClassB,-0.345178989,0.473627249,1
r295,0.922087934,,,,ClassB,-0.379086823,0.479155487,1
r296,0.926761235,,,,ClassB,-0.343973143,0.466070619,1
r297,0.91744511,,,,ClassB,-0.361465272,0.476039664,1
r298,0.897725809,,,,ClassB,-0.365701193,0.473453522,1
r299,0.905203092,,,,ClassB,-0.361153572,0.471760837,1
r300,0.912568621,,,,ClassB,-0.37803188,0.466840413,1
r301,0.915982163,,,,ClassB,-0.367076591,0.470250458,1
r302,0.890695538,,,,ClassB,-0.377334133,0.451187814,1
r303,0.916297103,,,,ClassB,-0.368021485,0.476740444,1
r304,0.90992719,,,,ClassB,-0.362796123,0.461553921,1
r305,0.915829773,,,,ClassB,-0.404490231,0.469840274,1
r306,0.89206705,,,,ClassB,-0.363482042,0.461017359,1
r307,0.926141515,,,,ClassB,-0.383740515,0.469653534,1
r308,0.909937349,,,,ClassB,-0.38872549,0.470131659,1
r309,0.913086748,,,,ClassB,-0.351061689,0.464828359,1
r310,0.91854232,,,,ClassB,-0.364992252,0.471826043,1
r311,0.911857467,,,,ClassB,-0.372519703,0.478344246,1
r312,0.91054691,,,,ClassB,-0.375961756,0.473234829,1
r313,0.906696516,,,,ClassB,-0.353365766,0.47019433,1
r314,0.910150696,,,,ClassB,-0.37181197,0.467966723,1
r315,0.914356667,,,,ClassB,-0.379057911,0.465082761,1
r316,0.895795532,,,,ClassB,-0.368891447,0.470805533,1
r317,0.896902901,,,,ClassB,-0.382375384,0.471460026,1
r318,0.899930388,,,,ClassB,-0.375467772,0.46597599,1
r319,0.894241151,,,,ClassB,-0.362387489,0.470509206,1
r320,0.914458261,,,,ClassB,-0.36462961,0.475853124,1
r321,0.918786144,,,,ClassB,-0.373355426,0.466300356,1
r322,0.892188962,,,,ClassB,-0.361613869,0.462777185,1
r323,0.897278797,,,,ClassB,-0.371267349,0.466832766,1
r324,0.929280754,,,,ClassB,-0.384596945,0.485068921,1
r325,0.922860044,,,,ClassB,-0.36812249,0.481696411,1
r326,0.900732977,,,,ClassB,-0.379462279,0.459664186,1
r327,0.885422834,,,,ClassB,-0.373410324,0.463936732,1
r328,0.906899703,,,,ClassB,-0.364926024,0.470934972,1
r329,0.90678795,,,,ClassB,-0.383186834,0.465179424,1
r330,0.907214643,,,,ClassB,-0.379343634,0.483286031,1
r331,0.925877372,,,,ClassB,-0.361379619,0.470160137,1
r332,0.916205669,,,,ClassB,-0.360292322,0.482353527,1
r333,0.914407464,,,,ClassB,-0.381832991,0.468182071,1
r334,0.90899253,,,,ClassB,-0.365958806,0.481056077,1
r335,0.895226608,,,,ClassB,-0.371262877,0.454186214,1
r336,0.90710289,,,,ClassB,-0.369743126,0.476683429,1
r337,0.905680581,,,,ClassB,-0.348374786,0.473795873,1
r338,0.89316426,,,,ClassB,-0.385612383,0.463703045,1
r339,0.907905479,,,,ClassB,-0.37372792,0.466515144,1
r340,0.907712451,,,,ClassB,-0.348650682,0.463300864,1
r341,0.914255074,,,,ClassB,-0.36065689,0.474158564,1
r342,0.902968034,,,,ClassB,-0.347464705,0.464163669,1
r343,0.922128571,,,,ClassB,-0.37294435,0.482665962,1
r344,0.903618233,,,,ClassB,-0.353967019,0.47107972,1
r345,0.903100106,,,,ClassB,-0.354787622,0.460935973,1
r346,0.907864842,,,,ClassB,-0.377266258,0.461737361,1
r347,0.931566609,,,,ClassB,-0.353490896,0.471497893,1
r348,0.924983349,,,,ClassB,-0.383484785,0.477756952,1
r349,0.911573005,,,,ClassB,-0.372100104,0.475378095,1
r350,0.895429795,,,,ClassB,-0.374842247,0.472611394,1
r351,0.918826782,,,,ClassB,-0.368792978,0.46903568,1
r352,0.911481571,,,,ClassB,-0.368977074,0.479946341,1
r353,0.890756494,,,,ClassB,-0.3693618,0.457609906,1
r354,0.911938742,,,,ClassB,-0.356564352,0.476507852,1
r355,0.912375594,,,,ClassB,-0.367462416,0.473470282,1
r356,0.917252082,,,,ClassB,-0.34080763,0.478693064,1
r357,0.921336142,,,,ClassB,-0.369799514,0.481397898,1
r358,0.902683572,,,,ClassB,-0.34862725,0.467860569,1
r359,0.937205049,,,,ClassB,-0.378219401,0.476631128,1
r360,0.930662426,,,,ClassB,-0.366602911,0.480317319,1
r361,0.894281789,,,,ClassB,-0.357335327,0.458970577,1
r362,0.912253681,,,,ClassB,-0.385564564,0.463948124,1
r363,0.895866648,,,,ClassB,-0.352469141,0.465302308,1
r364,0.910028783,,,,ClassB,-0.390700836,0.480657871,1
r365,0.908728386,,,,ClassB,-0.364032854,0.463509299,1
r552,0.595657812,,,,ClassA,0.377699236,-0.269493793,2
r597,0.726073407,,,,ClassA,0.371407667,-0.268932387,1
r480,0.580479741,,,,ClassA,0.306833285,-0.267919744,2
r559,0.535504292,,,,ClassA,0.430478399,-0.265369051,2
r562,0.623463957,,,,ClassA,0.463950276,-0.260875834,2
r484,0.574760026,,,,ClassA,0.44060227,-0.259742042,2
r472,0.592610006,,,,ClassA,0.421941511,-0.259468877,2
r553,0.588414194,,,,ClassA,0.42406779,-0.25890872,2
r500,0.570391505,,,,ClassA,0.368140237,-0.258902744,2
r591,0.569131745,,,,ClassA,0.368816542,-0.258576373,2
r507,0.59020224,,,,ClassA,0.429504968,-0.257444947,2
r543,0.531877403,,,,ClassA,0.423193421,-0.255335247,2
r492,0.574902257,,,,ClassA,0.39339531,-0.25422964,2
r526,0.59568829,,,,ClassA,0.365119215,-0.252091223,2
r512,0.582542089,,,,ClassA,0.384614836,-0.251439912,2
r558,0.60806238,,,,ClassA,0.425314793,-0.250455869,2
r549,0.559073987,,,,ClassA,0.354042292,-0.249612524,2
r573,0.60962692,,,,ClassA,0.470015048,-0.248732466,2
r501,0.597699842,,,,ClassA,0.383737763,-0.247452083,2
r463,0.598695458,,,,ClassA,0.361166199,-0.247115892,2
r488,0.573358035,,,,ClassA,0.380089435,-0.24643649,2
r548,0.583009419,,,,ClassA,0.355423622,-0.245792088,2
r589,0.583446271,,,,ClassA,0.400642432,-0.245286825,2
r561,0.590486702,,,,ClassA,0.403698617,-0.245124,2
r505,0.587631924,,,,ClassA,0.381104596,-0.24492618,2
r647,0.198193505,,,,ClassA,0.361881063,-0.24373812,0
r563,0.575725164,,,,ClassA,0.398083475,-0.243046513,2
r565,0.583019579,,,,ClassA,0.429731659,-0.242782999,2
r461,0.579585718,,,,ClassA,0.443638629,-0.242735065,2
r746,0.663908335,,,,ClassA,0.364307077,-0.242030255,2
r468,0.601702626,,,,ClassA,0.380852651,-0.240871641,2
r566,0.623006786,,,,ClassA,0.390916678,-0.240694488,2
r518,0.587652243,,,,ClassA,0.341061976,-0.240616249,2
r467,0.614757393,,,,ClassA,0.462949889,-0.239900522,2
r576,0.61463548,,,,ClassA,0.450433253,-0.239250138,2
r520,0.617906792,,,,ClassA,0.401766156,-0.238698381,2
r483,0.609606601,,,,ClassA,0.470229692,-0.238097437,2
r705,0.210811419,,,,ClassA,0.334916426,-0.237902413,0
r486,0.571895089,,,,ClassA,0.301597801,-0.237209816,2
r525,0.593717376,,,,ClassA,0.413615996,-0.237010263,2
r449,0.592701441,,,,ClassA,0.383326212,-0.236694533,2
r508,0.587875749,,,,ClassA,0.395737541,-0.236597,2
r574,0.605756207,,,,ClassA,0.443175409,-0.236465243,2
r513,0.598258606,,,,ClassA,0.399304456,-0.236380777,2
r517,0.609271343,,,,ClassA,0.449770187,-0.236226672,2
r458,0.585925153,,,,ClassA,0.395584287,-0.23596198,2
r499,0.602454418,,,,ClassA,0.413798858,-0.235804895,2
r554,0.602281709,,,,ClassA,0.346126507,-0.235400791,2
r529,0.617195637,,,,ClassA,0.362356764,-0.235149258,2
r452,0.590882917,,,,ClassA,0.371833617,-0.234741755,2
r550,0.610825724,,,,ClassA,0.422184567,-0.234697059,2
r502,0.59804526,,,,ClassA,0.406682931,-0.233705156,2
r522,0.648882654,,,,ClassA,0.39579697,-0.233503409,2
r485,0.576751259,,,,ClassA,0.389521683,-0.232882574,2
r582,0.609017359,,,,ClassA,0.385183754,-0.232770516,2
r516,0.597547451,,,,ClassA,0.340072213,-0.232587107,2
r457,0.5817395,,,,ClassA,0.367549436,-0.23233181,2
r581,0.589145668,,,,ClassA,0.476160773,-0.232312379,2
r583,0.582399858,,,,ClassA,0.428676774,-0.231771212,2
r482,0.584452047,,,,ClassA,0.423798064,-0.23126229,2
r571,0.620781888,,,,ClassA,0.449059819,-0.231081767,2
r547,0.564021591,,,,ClassA,0.415892127,-0.230574598,2
r556,0.607534094,,,,ClassA,0.402898328,-0.230526472,2
r570,0.637158763,,,,ClassA,0.356429163,-0.23022304,2
r514,0.617033087,,,,ClassA,0.397409338,-0.230170752,2
r720,0.734444712,,,,ClassA,0.428653189,-0.230038143,1
r497,0.585407026,,,,ClassA,0.385314814,-0.22955423,2
r545,0.602982704,,,,ClassA,0.339113647,-0.229357642,2
r568,0.596826137,,,,ClassA,0.421294772,-0.229259779,2
r450,0.618008385,,,,ClassA,0.456078369,-0.229090134,2
r503,0.562700876,,,,ClassA,0.493985546,-0.22901293,2
r466,0.619613563,,,,ClassA,0.383089389,-0.228817551,2
r541,0.567384337,,,,ClassA,0.346613111,-0.228664245,2
r494,0.609555805,,,,ClassA,0.418875975,-0.22778239,2
r544,0.583740893,,,,ClassA,0.388082103,-0.226596732,2
r530,0.615641256,,,,ClassA,0.439130304,-0.226503545,2
r585,0.631743828,,,,ClassA,0.401995452,-0.226362151,2
r469,0.587987502,,,,ClassA,0.409603806,-0.226281717,2
r575,0.578752651,,,,ClassA,0.326430421,-0.22606762,2
r594,0.597242671,,,,ClassA,0.484918035,-0.225709643,2
r587,0.615438069,,,,ClassA,0.393363332,-0.225396699,2
r462,0.625353596,,,,ClassA,0.40925627,-0.2250377,2
r464,0.591990286,,,,ClassA,0.335406482,-0.224897302,2
r524,0.637849599,,,,ClassA,0.432022926,-0.224691194,2
r528,0.591959808,,,,ClassA,0.346098049,-0.22467961,2
r584,0.637595615,,,,ClassA,0.439918991,-0.224500153,2
r536,0.617276912,,,,ClassA,0.404962407,-0.224426631,2
r489,0.583588502,,,,ClassA,0.324537988,-0.224378423,2
r479,0.633816336,,,,ClassA,0.373384689,-0.224309096,2
r474,0.604506607,,,,ClassA,0.380441177,-0.224262812,2
r506,0.620466948,,,,ClassA,0.421875409,-0.224137628,2
r540,0.617337868,,,,ClassA,0.406964294,-0.223854046,2
r459,0.605512383,,,,ClassA,0.353044762,-0.223740129,2
r579,0.608163974,,,,ClassA,0.347180758,-0.223674699,2
r471,0.600646053,,,,ClassA,0.379682326,-0.223517817,2
r580,0.59568829,,,,ClassA,0.412762207,-0.223086007,2
r546,0.613944645,,,,ClassA,0.34587598,-0.22290458,2
r557,0.569040311,,,,ClassA,0.348194219,-0.222630613,2
r454,0.650589425,,,,ClassA,0.444489163,-0.222102325,2
r478,0.598482112,,,,ClassA,0.40879072,-0.221894342,2
r523,0.570361027,,,,ClassA,0.339093785,-0.221880047,2
r481,0.633765539,,,,ClassA,0.338643995,-0.221248193,2
r453,0.602169956,,,,ClassA,0.420554486,-0.220757669,2
r521,0.562284342,,,,ClassA,0.37548325,-0.220292482,2
r586,0.636071712,,,,ClassA,0.417077555,-0.218701258,2
r447,0.588200848,,,,ClassA,0.355975745,-0.218304608,2
r527,0.597740479,,,,ClassA,0.414393344,-0.218238978,2
r487,0.601621351,,,,ClassA,0.435296055,-0.218229172,2
r535,0.597110599,,,,ClassA,0.413107622,-0.218050014,2
r560,0.627283873,,,,ClassA,0.366643485,-0.215077748,2
r470,0.559236537,,,,ClassA,0.3443932,-0.214990925,2
r592,0.617835676,,,,ClassA,0.420566601,-0.214288431,2
r456,0.63031136,,,,ClassA,0.315322244,-0.214148513,2
r539,0.622986467,,,,ClassA,0.366048937,-0.214086781,2
r532,0.595647653,,,,ClassA,0.406025685,-0.213486187,2
r542,0.605644454,,,,ClassA,0.413820302,-0.2128444,2
r448,0.613487474,,,,ClassA,0.386253404,-0.212130856,2
r460,0.599386294,,,,ClassA,0.350531555,-0.211599969,2
r564,0.608184292,,,,ClassA,0.350529417,-0.211584134,2
r577,0.615204404,,,,ClassA,0.430777322,-0.211370987,2
r511,0.642512741,,,,ClassA,0.452138252,-0.21034588,2
r590,0.611120345,,,,ClassA,0.368339217,-0.210241808,2
r551,0.619105595,,,,ClassA,0.421276792,-0.210146709,2
r555,0.637839439,,,,ClassA,0.382086105,-0.209320494,2
r569,0.614127513,,,,ClassA,0.386342944,-0.208646743,2
r496,0.603450034,,,,ClassA,0.363272685,-0.208589299,2
r491,0.608560188,,,,ClassA,0.400395506,-0.208446903,2
r595,0.619461172,,,,ClassA,0.381604501,-0.207467604,2
r476,0.633409962,,,,ClassA,0.40804701,-0.206693124,2
r531,0.590689889,,,,ClassA,0.419184169,-0.205136598,2
r572,0.6453472,,,,ClassA,0.463226413,-0.205127991,2
r578,0.622691846,,,,ClassA,0.414222156,-0.204979792,2
r455,0.601895654,,,,ClassA,0.3459679,-0.204085954,2
r519,0.594672355,,,,ClassA,0.35081012,-0.203049792,2
r473,0.643742022,,,,ClassA,0.387684598,-0.202950339,2
r533,0.633562352,,,,ClassA,0.40983799,-0.202397766,2
r510,0.642898796,,,,ClassA,0.40035427,-0.201898915,2
r588,0.600656213,,,,ClassA,0.384045946,-0.201858637,2
r495,0.631581279,,,,ClassA,0.386731711,-0.201084799,2
